,idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
745,1791,34,white,single,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,,2.090301,40.0,13.551281,7.1666665
746,1792,35,white,single,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,3.260869,26.0,6.0576925,1.8333334
747,1796,36,white,married,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,nonunion,3.0193238,40.0,8.692307,1.3333334
748,1801,39,white,married,0,12.0,not college grad,0,nonSMSA,0,Professional Services,Laborers,nonunion,7.21417,24.0,17.02564,0.0
749,1802,36,white,married,0,12.0,not college grad,0,nonSMSA,0,Professional Services,Sales,nonunion,6.481478,46.0,18.846153,13.666667
750,1804,41,white,married,0,13.0,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,,40.198082,40.0,10.198719,2.1666667
751,1805,40,white,married,0,16.0,college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,10.7729435,35.0,15.993589,0.0
752,1807,38,white,married,0,16.0,college grad,0,nonSMSA,0,Professional Services,Professional/technical,union,10.257647,40.0,16.576923,3.75
753,1810,36,white,married,0,15.0,college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,10.958127,24.0,15.0256405,15.0
754,1814,42,white,married,0,13.0,not college grad,1,SMSA,0,Transport/Comm/Utility,Sales,nonunion,8.28502,40.0,7.788461,4.8333335
755,1815,45,white,single,0,12.0,not college grad,0,SMSA,1,Manufacturing,Sales,nonunion,6.191625,45.0,13.25,2.1666667
756,1817,36,white,married,0,12.0,not college grad,0,SMSA,1,Manufacturing,Operatives,union,7.5281787,40.0,17.75,17.75
757,1818,41,white,single,0,12.0,not college grad,0,nonSMSA,0,Professional Services,Sales,nonunion,5.418679,40.0,10.134615,6.9166665
758,1819,43,white,single,0,12.0,not college grad,0,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,union,5.6360707,40.0,13.884615,13.833333
759,1822,45,white,single,0,14.0,not college grad,0,SMSA,1,Public Administration,Sales,nonunion,8.904991,40.0,21.083334,21.083334
760,1823,36,white,married,0,16.0,college grad,0,SMSA,0,Professional Services,Laborers,nonunion,9.85507,40.0,11.384615,8.833333
761,1825,44,white,married,0,12.0,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,3.220612,33.0,9.076923,0.083333336
762,1826,39,white,married,0,12.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,5.418679,40.0,11.532051,4.5833335
763,1827,38,white,married,0,18.0,college grad,0,SMSA,0,Professional Services,Professional/technical,union,9.299514,40.0,10.897436,3.8333333
764,1828,37,white,married,0,12.0,not college grad,0,SMSA,0,Manufacturing,Operatives,nonunion,9.613523,44.0,15.903846,15.833333
765,1829,41,white,married,0,12.0,not college grad,0,SMSA,0,Construction,Service,nonunion,5.8051524,8.0,6.0576925,1.4166666
766,1830,39,white,married,0,18.0,college grad,0,SMSA,0,Professional Services,Other,union,10.644117,48.0,16.98077,8.583333
767,1831,41,white,single,0,12.0,not college grad,1,nonSMSA,0,,Laborers,,1.6806006,30.0,6.5769234,1.5833334
768,1833,38,white,single,1,13.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,10.483089,48.0,17.75,6.1666665
769,1842,44,black,married,0,12.0,not college grad,0,SMSA,1,Professional Services,Sales,nonunion,6.988722,40.0,16.326923,8.666667
770,1843,43,black,single,1,12.0,not college grad,0,SMSA,0,Manufacturing,Operatives,nonunion,5.032206,40.0,18.801283,13.5
771,1845,40,black,married,0,11.0,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,4.227053,44.0,8.512821,1.25
772,1847,40,black,single,0,11.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Craftsmen,nonunion,2.777777,40.0,3.4615383,0.6666667
773,1853,36,white,married,0,11.0,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,7.737515,50.0,8.929487,8.916667
774,1854,35,white,married,0,14.0,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,3.0100322,30.0,3.3653846,0.6666667
775,1856,35,black,married,0,12.0,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,union,11.537839,40.0,9.679487,4.4166665
776,1857,44,black,single,0,9.0,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,3.0595808,40.0,5.8782053,3.0833333
777,1858,40,white,married,0,12.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,3.6231885,35.0,14.673077,4.8333335
778,1860,35,white,married,0,14.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,16.529789,45.0,17.557692,1.75
779,1863,39,white,married,0,12.0,not college grad,0,nonSMSA,0,Transport/Comm/Utility,Laborers,union,20.64412,30.0,17.083334,17.083334
780,1864,39,white,single,0,12.0,not college grad,0,nonSMSA,0,Public Administration,Sales,nonunion,6.8035407,40.0,15.653846,10.416667
781,1865,40,white,married,0,17.0,college grad,1,SMSA,1,Professional Services,Other,union,6.6908193,50.0,15.602563,0.8333333
782,1866,37,white,married,0,15.0,not college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,13.405793,32.0,15.666667,15.666667
783,1867,35,white,single,0,11.0,not college grad,0,nonSMSA,0,Professional Services,Laborers,nonunion,5.016103,32.0,16.448717,16.416666
784,1868,43,white,single,1,6.0,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,2.777777,5.0,18.961536,3.3333333
785,1872,40,white,single,1,9.0,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,3.220612,40.0,4.9038463,0.083333336
786,1873,43,white,married,0,12.0,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,2.0128825,25.0,18.423077,4.1666665
787,1875,41,white,married,0,13.0,not college grad,0,nonSMSA,0,Professional Services,Sales,nonunion,2.294685,27.0,8.0,3.1666667
788,1876,37,white,married,0,15.0,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,10.466988,40.0,14.192307,0.5
789,1878,41,white,married,0,18.0,college grad,1,SMSA,0,Professional Services,Other,nonunion,11.223828,40.0,11.596154,1.6666666
790,1879,35,white,married,0,16.0,college grad,0,SMSA,0,Professional Services,Other,nonunion,2.801002,12.0,6.724359,0.33333334
791,1880,37,white,married,0,14.0,not college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,10.2657,20.0,9.961538,3.25
792,1881,37,white,married,0,12.0,not college grad,0,SMSA,0,Manufacturing,Sales,,5.434783,40.0,19.775639,7.0833335
793,1882,40,black,married,0,12.0,not college grad,0,SMSA,0,Manufacturing,Sales,nonunion,9.677936,40.0,15.814102,2.0833333
794,1883,42,white,single,0,9.0,not college grad,0,SMSA,0,Manufacturing,Operatives,nonunion,3.0434775,32.0,12.134616,7.4166665
795,1884,44,white,married,0,16.0,college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,5.8695626,38.0,12.980769,4.1666665
796,1886,36,black,single,1,12.0,not college grad,0,SMSA,0,Personal Services,Laborers,nonunion,8.05153,30.0,7.6153846,2.3333333
797,1890,35,white,single,1,12.0,not college grad,0,SMSA,0,Manufacturing,Managers/admin,nonunion,11.610305,40.0,15.371796,11.25
798,1891,40,white,married,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,union,8.05153,40.0,19.0,6.0833335
799,1892,41,white,married,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Operatives,,6.6889634,15.0,14.346154,4.6666665
800,1894,39,white,married,0,13.0,not college grad,0,SMSA,0,Public Administration,Sales,nonunion,8.429946,40.0,16.942308,11.666667
801,1895,39,white,single,0,12.0,not college grad,0,SMSA,0,Transport/Comm/Utility,Managers/admin,nonunion,10.998388,48.0,17.999998,5.4166665
802,1896,36,white,married,0,13.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,4.5088553,40.0,14.423077,0.083333336
803,1899,41,white,married,0,17.0,college grad,0,SMSA,0,Professional Services,Other,union,5.161031,60.0,11.442307,1.8333334
804,1905,44,white,married,0,18.0,college grad,0,nonSMSA,0,Professional Services,Other,union,6.191625,50.0,14.384615,2.8333333
805,1910,39,white,married,0,17.0,college grad,0,nonSMSA,0,Professional Services,Other,union,6.5056314,50.0,16.01923,15.833333
806,1911,38,white,married,0,12.0,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,5.555554,40.0,10.301281,6.8333335
807,1915,40,white,married,0,18.0,college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,11.996774,40.0,17.288462,11.833333
808,1918,44,white,married,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,nonunion,6.76328,22.0,18.846153,18.833334
809,1921,44,white,single,1,12.0,not college grad,0,SMSA,0,Transport/Comm/Utility,Professional/technical,,40.198082,40.0,26.846151,20.5
810,1925,34,white,married,0,12.0,not college grad,0,SMSA,0,Public Administration,Sales,union,6.5056314,38.0,13.884616,9.333333
811,1926,41,white,married,0,12.0,not college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,5.6360707,30.0,10.173077,1.75
812,1927,38,white,married,0,12.0,not college grad,0,SMSA,0,Business/Repair Svc,Professional/technical,,13.687601,8.0,13.108974,1.9166666
813,1928,45,white,single,1,17.0,college grad,0,SMSA,0,Professional Services,Other,union,17.02898,40.0,18.833334,18.833334
814,1929,36,white,married,0,16.0,college grad,0,SMSA,0,Professional Services,Other,union,7.1578097,55.0,15.865385,14.833333
815,1930,41,white,married,0,16.0,college grad,0,SMSA,0,Professional Services,Sales,nonunion,10.8373575,40.0,12.878205,6.75
816,1932,45,white,single,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,,7.178227,56.0,14.673077,3.25
817,1934,40,white,married,0,13.0,not college grad,0,nonSMSA,0,Business/Repair Svc,Managers/admin,nonunion,11.669997,30.0,7.9615383,0.16666667
818,1939,39,black,single,0,12.0,not college grad,0,SMSA,1,Personal Services,Sales,,3.6231885,30.0,10.929487,7.4166665
819,1941,34,black,married,0,12.0,not college grad,0,SMSA,1,Professional Services,Sales,nonunion,2.7858286,40.0,12.743589,7.4166665
820,1944,37,black,single,0,11.0,not college grad,0,SMSA,1,Personal Services,Sales,nonunion,5.53945,40.0,10.833333,10.833333
821,1949,40,black,single,0,12.0,not college grad,0,SMSA,1,Professional Services,Laborers,nonunion,3.864734,15.0,11.217949,3.3333333
822,1951,42,black,single,0,10.0,not college grad,0,SMSA,0,Business/Repair Svc,Sales,,3.3602147,25.0,12.0,0.0
823,1953,35,black,single,1,12.0,not college grad,0,SMSA,1,Professional Services,Sales,nonunion,1.610306,7.0,0.40384614,0.16666667
824,1957,37,white,married,0,12.0,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,3.872784,40.0,8.025641,5.5
825,1958,35,white,married,0,12.0,not college grad,0,SMSA,0,Manufacturing,Operatives,union,12.077295,40.0,10.538462,4.9166665
826,1959,41,white,single,0,12.0,not college grad,0,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,nonunion,3.5426712,24.0,4.801282,2.3333333
827,1962,45,white,married,0,13.0,not college grad,0,SMSA,0,Personal Services,Laborers,,2.7616735,15.0,14.429487,14.166667
828,1964,45,white,married,0,12.0,not college grad,0,nonSMSA,0,Manufacturing,Sales,,5.434783,50.0,18.096153,14.083333
829,1965,35,white,married,0,12.0,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Managers/admin,,40.198082,40.0,18.211538,1.0
830,1967,40,white,single,1,18.0,college grad,1,SMSA,1,Construction,Managers/admin,union,11.457324,50.0,15.762821,3.0
831,1968,35,white,married,0,16.0,college grad,1,nonSMSA,0,Professional Services,Professional/technical,union,9.29146,40.0,11.423077,8.833333
832,1970,44,white,married,0,12.0,not college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,2.7858286,20.0,9.262821,3.4166667
833,1973,36,white,single,0,12.0,not college grad,0,nonSMSA,0,Manufacturing,Operatives,,7.734114,40.0,7.9358974,6.6666665
834,1974,34,white,married,0,17.0,college grad,0,SMSA,0,Professional Services,Other,union,8.260865,45.0,11.429486,0.75
835,1982,37,white,single,1,16.0,college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,12.479871,40.0,17.211538,9.333333
836,1988,42,white,single,0,14.0,not college grad,0,nonSMSA,0,Personal Services,Transport,,5.6360707,23.0,15.858975,4.4166665
837,1989,43,white,married,0,12.0,not college grad,1,SMSA,0,Professional Services,Sales,,8.361203,20.0,0.9679487,0.16666667
838,1990,39,white,married,0,12.0,not college grad,0,SMSA,0,Manufacturing,Operatives,nonunion,5.0241528,40.0,15.538462,0.0
839,1994,38,white,married,0,12.0,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Craftsmen,nonunion,3.6231885,25.0,10.461538,3.9166667
840,1995,37,white,married,0,11.0,not college grad,0,SMSA,1,Business/Repair Svc,Sales,nonunion,4.5088553,40.0,6.8782053,3.8333333
841,1996,45,white,married,0,12.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,7.286631,39.0,13.339743,2.8333333
842,1998,37,white,married,0,14.0,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,4.219,22.0,11.615385,6.6666665
843,1999,35,white,married,0,12.0,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,5.8695626,24.0,14.3589735,13.333333
844,2000,40,white,married,0,12.0,not college grad,0,SMSA,0,Construction,Sales,nonunion,7.2463775,40.0,20.673077,5.5
845,2001,40,white,single,1,18.0,college grad,0,SMSA,0,Professional Services,Other,union,10.185181,38.0,17.173077,8.75
846,2005,36,white,married,0,12.0,not college grad,0,SMSA,1,Manufacturing,Operatives,union,5.9983873,47.0,11.070513,0.0
847,2009,39,white,married,0,12.0,not college grad,0,SMSA,0,Manufacturing,Sales,nonunion,7.028982,50.0,18.826923,17.0
848,2012,39,white,single,0,16.0,college grad,0,SMSA,0,Professional Services,Sales,,7.734114,40.0,14.942308,10.75
849,2013,37,white,single,0,13.0,not college grad,0,SMSA,0,Manufacturing,Managers/admin,nonunion,15.136867,45.0,18.923077,15.25
850,2015,36,black,single,0,15.0,not college grad,0,SMSA,0,Public Administration,Sales,union,7.906601,40.0,12.0,11.416667
851,2016,36,white,single,1,17.0,college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,11.996774,40.0,14.083333,12.833333
852,2022,42,white,married,0,12.0,not college grad,0,SMSA,0,Public Administration,Sales,union,6.0386477,40.0,15.128206,13.0
853,2023,35,white,single,0,13.0,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Sales,,38.70926,40.0,14.5,6.75
854,2024,40,white,single,1,8.0,not college grad,0,nonSMSA,0,Professional Services,Laborers,nonunion,3.4219003,13.0,12.243589,8.833333
855,2025,35,white,married,0,16.0,college grad,0,SMSA,0,Professional Services,Other,union,5.571657,50.0,13.173077,2.75
856,2026,38,white,married,0,12.0,not college grad,0,nonSMSA,0,Professional Services,Sales,nonunion,4.4283414,20.0,8.461538,0.5833333
857,2028,37,white,single,0,12.0,not college grad,0,SMSA,0,Manufacturing,Managers/admin,,3.510896,55.0,12.365385,0.41666666
858,2031,40,white,married,0,12.0,not college grad,0,SMSA,1,Wholesale/Retail Trade,Sales,nonunion,5.032206,40.0,15.038462,8.75
859,2033,35,white,single,1,18.0,college grad,0,nonSMSA,0,Professional Services,Other,union,6.779387,45.0,12.9743595,8.75
860,2034,36,white,married,0,12.0,not college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,10.8373575,50.0,16.961538,3.9166667
861,2036,36,white,single,0,12.0,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,3.260869,37.0,8.339744,1.9166666
862,2041,35,white,married,0,12.0,not college grad,1,SMSA,0,Professional Services,Sales,union,5.917873,2.0,5.9615383,1.4166666
863,2042,42,white,single,0,12.0,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,2.8180354,5.0,6.525641,4.8333335
864,2045,43,white,single,1,12.0,not college grad,0,SMSA,1,Manufacturing,Operatives,union,6.70692,36.0,18.211538,16.833334
865,2046,38,white,married,0,12.0,not college grad,0,SMSA,0,Manufacturing,Operatives,union,7.922703,40.0,18.839745,18.833334
866,2047,35,white,single,1,16.0,college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,11.183575,36.0,13.916667,13.916667
867,2048,40,white,married,0,14.0,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,12.045089,45.0,11.217948,5.75
868,2049,37,white,single,0,13.0,not college grad,0,SMSA,0,Manufacturing,Professional/technical,,30.921606,52.0,16.923077,4.75
869,2051,44,white,married,0,17.0,college grad,0,nonSMSA,0,Professional Services,Managers/admin,nonunion,12.056854,20.0,16.22436,8.75
870,2055,46,white,single,0,16.0,college grad,0,nonSMSA,0,Professional Services,Professional/technical,union,13.550715,40.0,20.403847,20.333334
871,2056,38,white,married,0,12.0,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,8.067631,40.0,16.00641,3.8333333
872,2057,41,white,single,0,9.0,not college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,6.32045,50.0,15.230769,7.6666665
873,2058,39,white,married,0,16.0,college grad,0,nonSMSA,0,Professional Services,Managers/admin,,8.193976,40.0,13.673077,11.0
874,2059,37,white,married,0,16.0,college grad,0,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,nonunion,5.6360707,20.0,9.576922,3.8333333
875,2062,37,white,married,0,12.0,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,4.025765,7.0,1.6153847,1.3333334
876,2065,38,white,married,0,12.0,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,3.0518394,40.0,1.5769231,0.083333336
877,2066,36,white,single,1,12.0,not college grad,0,nonSMSA,0,Manufacturing,Operatives,union,2.8582926,40.0,11.384615,0.6666667
878,2068,35,white,married,0,12.0,not college grad,0,nonSMSA,0,Professional Services,Professional/technical,union,4.63768,46.0,14.76282,3.0
879,2073,35,white,married,0,8.0,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,3.341383,40.0,13.948719,3.0
880,2074,35,white,married,0,12.0,not college grad,0,SMSA,1,Professional Services,Sales,union,4.025765,20.0,10.807693,2.75
881,2077,35,black,single,0,10.0,not college grad,0,SMSA,1,Personal Services,Managers/admin,,4.8458266,54.0,11.538462,3.0833333
882,2079,43,white,married,0,12.0,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,5.3784194,38.0,21.128206,2.4166667
883,2085,41,white,married,0,14.0,not college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,9.29146,40.0,17.403847,14.666667
884,2086,44,white,married,0,10.0,not college grad,1,nonSMSA,0,Professional Services,Managers/admin,,4.6451116,45.0,9.102564,4.0
885,2087,44,white,married,0,16.0,college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,5.8051524,20.0,18.108973,10.083333
886,2088,37,white,married,0,18.0,college grad,0,SMSA,1,Professional Services,Other,union,7.8985486,40.0,10.519231,0.75
887,2089,37,white,married,0,16.0,college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,6.972622,40.0,16.096153,5.4166665
888,2092,36,white,married,0,16.0,college grad,0,nonSMSA,0,Professional Services,Sales,nonunion,3.6231885,3.0,13.134616,5.6666665
889,2095,44,white,married,0,12.0,not college grad,0,SMSA,0,Personal Services,Transport,union,3.6371226,20.0,3.3205128,0.41666666
890,2096,43,white,married,0,12.0,not college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,4.2351036,38.0,5.673077,2.0833333
